word
cabbage
cabinet
cackle
cage
cake
caldron
calf
call
called
calling
calls
calves
came
can
candle
candles
cannot
canst
cant
canvas
cap
caper
capital
cappy
caps
captain
captains
captives
captivity
carbuncle
care
cared
carefully
careless
cargo
carle
carpenter
carpets
carried
carry
carrying
cart
cartrope
carved
case
cash
cask
cast
casting
castle
cat
catch
catcht
cathedral
cattle
cattlekeeper
caught
cauld
cause
caused
cautiously
cave
ceiling
cellar
certain
certainly
chaff
chain
chained
chains
chair
chairs
chalkpit
chamber
chance
chanced
change
changed
changing
chap
chapel
charge
charger
chariot
chariots
charity
charm
charmed
chase
cheap
cheeks
cheer
cheese
cherries
cherry
cherrystones
chest
chewed
chewing
chickens
child
childe
children
chimney
chin
chiny
choke
choose
chop
chopped
chopper
chopping
chose
christen
christendom
christian
chuck
church
churchyard
churn
circling
circumstances
city
civilly
claim
clap
claps
clasped
clattering
clay
clean
cleaned
cleaner
cleaning
clear
cleared
clerk
clever
cleverest
click
cliff
cliffs
climb
climbed
climbing
climbs
clip
clitterclatter
cloak
clock
clomb
close
closed
closer
cloth
clothes
clothing
cloud
clouds
club
clubfooted
clusters
clutches
coach
coal
coalblack
coarse
coast
coat
coaxed
cobbler
cobblers
cobbles
cobbling
cock
cockadoodledo
cockalorum
cockcrow
cocked
cockylocky
coffers
coiled
coils
colchester
colchesters
cold
collected
colour
comb
combed
combing
come
comes
comfortable
comfortably
comical
coming
commanding
commenced
common
companions
company
compelled
completely
complexion
composed
concealment
concern
concluded
condemned
condition
conferred
confusion
conjurer
conqueror
conquest
consented
console
constable
consulted
contained
containing
content
contents
continued
contract
contraries
contrariest
convenient
conversation
convey
conveyed
cooing
cook
cooked
cooking
cookmaid
cool
cooling
coomydove
copper
copperlid
cords
cormoran
corn
corncrakes
corner
corners
cornish
cornso
cornwall
cornyard
corpse
correction
cost
cottage
couch
could
couldnt
council
counsel
count
countenance
counting
countinghouse
countrie
countries
country
countryfolk
countryhouse
countryman
county
couple
courage
course
court
courted
courtesy
cousin
cover
covered
covering
cow
cowherd
cowherds
cowkeeper
cows
crack
crackers
cracking
cradle
crash
crawled
creak
creaked
creaks
cream
creation
creature
creditors
creek
creep
crept
crew
cried
criminals
crisscross
croaked
croaking
crooked
cross
crossed
crossly
crowd
crowed
crown
crowns
crucibles
cruel
cruelly
crush
crust
crusts
cry
cryalas
crying
cudgel
cudgelling
cuffing
cunning
cupboard
cupboards
cure
curious
curled
curse
cursed
curtain
curtsey
cushion
custom
customer
cut
cuts
cutting
cygnets
daddles
dagger
dales
dam
dame
damsel
dance
danced
dancers
dances
dancing
danger
dangerous
dangled
dapper
dare
dared
darest
dark
darkened
darkness
darling
dart
darter
dash
dashed
daub
daughter
daughterinlaw
daughters
daunted
day
daylight
days
dead
deaf
deal
dear
dearie
dearly
deary
death
deaths
debts
deceased
deceive
decide
declaration
declared
deeds
deep
deformed
degree
delighted
deliverance
delivered
demon
demons
den
deprive
described
desire
desired
desiring
desk
despair
despatch
despatched
desperately
destiny
destroy
destroyed
destruction
determined
devour
devoured
diamond
diamonds
dick
dicks
did
didnt
die
died
diet
difference
different
differently
difficulty
digging
dim
dine
dined
dinner
dipped
dipping
dirt
dirty
disappear
disappeared
disappointed
disappointment
discord
discovered
disenchanted
dish
dishes
dishwater
dismay
dismissed
dismounted
distant
distress
disturb
disturbed
ditch
ditchdiggers
diverting
divide
divided
do
doand
doctors
dodged
does
doesnt
dog
doing
doleful
dolt
done
donkey
dont
door
doors
doorstep
doorway
double
doublebedded
doubt
dove
dowdy
down
downhearted
downstairs
downy
dowry
drag
dragged
dragging
dragon
dragons
drain
drank
draw
drawbridge
drawers
drawing
drawingrooms
drawn
dreadful
dreadfully
dream
dreamed
dreaming
dreams
dress
dressed
dresses
dressing
drew
drill
drink
drippingpan
drive
driven
drives
drop
dropped
drops
dropt
drove
drown
drowned
dry
ducks
ducky
duckydaddles
dug
duke
dukes
dumb
dungeon
durst
dusk
dwarf
dwelt
dye
dying
each
eager
eagle
ear
earl
early
earnest
ears
earth
earthly
easier
easily
east
eastern
easy
eat
eaten
eating
eaves
edge
edward
eeaw
egg
eggs
eh
eight
eighteen
elbow
eldest
elegantly
eleven
elfin
elfland
elflands
ellen
ellens
else
elses
em
embroidered
emeralds
employed
empty
enchanted
enchanter
enchantment
end
ends
engaged
england
english
englishman
engraved
engraven
enjoy
enough
enraged
enter
entered
entering
entertained
entertainment
entombed
entrance
envy
epitaph
equally
ere
escape
escorted
espied
estate
ettin
ettins
even
evening
evenings
ever
every
everybody
everything
evil
evils
exactly
exceed
excellent
except
excepted
exception
exchange
exchanged
exclaimed
excused
execution
expire
exploits
extraordinary
eye
eyelash
eyelid
eyelids
eyes
face
faces
fact
factor
fail
faint
fainted
fair
fairies
fairy
faith
faithfully
fall
fallen
falling
falls
FALSE
fame
familiar
family
famous
fan
fancy
far
farewell
farfamed
farm
farmer
farmers
farmhouse
farther
farthest
farthing
fast
fastened
faster
fasting
fate
fates
father
fatherinlaw
fathers
fattest
favour
favourite
fear
fears
feast
feasted
feasting
feat
feather
feathers
fed
fee
feeble
feed
feeding
feefifofum
feel
feeling
feet
fell
fellow
felt
fen
fence
fetch
fetched
fettled
few
fi
fie
field
fields
fierce
fiery
fifteen
fight
figure
fill
filled
filling
find
finding
finds
fine
finely
finger
fingers
fingertips
finish
finished
fire
fires
firesideand
first
fish
fisherman
fishermans
fit
fitzwarren
fitzwarrens
five
fixed
flail
flame
flames
flask
flatnosed
flax
fled
flee
flesh
flew
flitches
floated
floating
flock
floor
flop
florentine
florentines
flower
flowered
flowers
flung
flushed
fly
flying
fo
foamed
foe
foldingdoors
folk
folks
follow
followed
following
follows
fond
fonder
food
fool
foolish
foot
footstep
for
forbid
force
forest
forfeit
forgetful
forgetting
forgot
forgotten
forlorn
form
former
forms
forth
fortunate
fortunately
fortune
fortunes
forty
fortyeight
forward
forwards
fought
found
foundations
fountain
four
fowls
fox
foxs
foxywoxy
foxywoxys
france
fray
free
freed
freestone
fresh
fretted
friday
friend
friendly
friends
friendship
fright
frighten
frightened
fringe
frisk
fro
frog
froggie
frogs
from
front
frowned
fruit
fulfilled
full
fully
fum
functions
funeral
funniest
funny
funnylooking
furnace
furnish
furnished
furrow
further
furthermore
furze
ga
gallant
gallery
galligantua
gallons
gallop
galloped
gambols
game
gap
garden
gardener
gardeners
garret
gasped
gate
gates
gateway
gathered
gathering
gatless
gauze
gave
gay
gems
generosity
genteel
gentleman
gentlemen
gentry
geranium
get
gets
getting
ghost
giant
giantkiller
giantkillerand
giants
gift
gifts
girdle
girl
girls
girt
give
given
gives
giving
glad
gladly
glass
glen
glens
glided
glittering
gloaming
glorious
glory
glove
gloves
gnaw
go
goat
goblin
god
godson
goes
goggle
going
gold
golden
goldstand
gone
good
goodbye
gooden
goodhearted
goodnatured
goodness
goods
goody
goodys
gooseypoosey
goshawk
got
gotten
gout
gowns
grabbed
gracious
grand
grandly
grant
grass
grave
great
greater
greatest
greatly
green
greens
greenwood
grew
grey
grief
grieve
grieved
griffins
grim
grimes
grind
grinning
gripped
groaning
grocers
ground
groves
grow
growing
growled
grown
gruel
gruff
gruffly
guess
guessed
guesses
guests
guinea
guineas
gun
ha
habitation
hacked
had
hadnt
hah
hair
hairy
half
halfadozen
halfpenny
halfway
hall
halls
halter
ham
hand
handed
handful
handing
handkerchief
hands
handsome
hang
hanged
hangs
hannaford
happen
happened
happiest
happily
happiness
happy
harbour
hard
harder
hardly
hardship
hark
harm
harmed
harp
harper
harperking
harsh
has
hast
haste
hastened
hasty
hat
hate
hated
haunting
have
havent
having
havoc
hay
hayfield
hayfork
haystack
he
head
headll
headlong
heads
headwhich
hear
heard
hearing
heart
hearth
heartily
hearts
hearty
heaven
heavenwards
heavy
hed
hedge
heeded
heehawed
heels
height
heir
held
hell
help
helped
helping
hen
henceforth
hennypenny
henry
hens
henwife
henwifes
her
herbs
herding
here
heres
hermit
herno
hero
herons
hers
herself
hes
heugh
hewed
hewell
hid
hide
hides
hidge
hidinghole
high
hill
hillock
hills
hilt
hilton
him
himself
hind
hinder
hindered
hinny
hips
hipsand
hire
hired
his
hiss
hissed
hissing
history
hit
hitched
ho
hobby
hobnails
hodge
hoe
hoes
hogs
hoist
hold
holding
hole
holes
hollow
holloway
hollowed
holy
home
homefield
homewards
honest
honey
honour
honours
hood
hoofs
hooknosed
hooting
hop
hope
hopes
hoping
hopped
hops
horn
horns
horoscope
horrible
horrid
horror
horse
horseback
horseherd
horseherds
horses
hospitable
hospitality
host
hot
hound
hour
hours
house
houses
housetitty
housewife
how
however
howling
howsoever
hrumph
huff
huffed
huffing
huge
hugh
hull
human
humming
humpbacked
hundred
hung
hunger
hungry
hunt
hunter
hunting
hur
hurried
hurries
hurry
hurself
hurt
husband
husbands
hush
hushed
hussy
hut
i
id
idea
idiot
idle
if
iii
ill
illnature
illnatured
illtempered
illtreatment
illusage
im
immediately
immense
imp
impatient
impet
imposed
imprisoned
imps
impudent
in
inch
inclined
incorrigible
incrusted
indeed
indistinct
induced
informed
ink
inn
innkeeper
inside
instant
instantly
instead
instructed
instrument
intend
interfere
into
invented
invisible
invites
ireland
iron
is
island
isnt
it
its
itself
ive
jack
jacket
jacks
jar
jarred
jars
jaws
jealous
jeweller
jewels
jiggeltyjolt
jigs
job
john
johnnycake
join
joiner
joiners
journey
journeys
joy
joyfully
jug
julian
jump
jumped
jumping
jumps
junk
just
kate
kates
katie
keel
keenly
keep
keeping
kept
key
keyhole
keys
keystones
kicked
kid
kill
killed
kills
kind
kinder
kindhearted
kindly
kindness
kinds
kine
king
kingdom
kingly
kings
kinsmen
kiss
kissed
kisses
kit
kitchen
kittens
knee
knees
kneesand
knew
knife
knight
knighthood
knights
knitting
knittingneedles
knobs
knock
knocked
knocking
knotted
know
knowest
knowing
knowledge
known
knows
knuckle
krokro
labours
lad
ladder
laddie
ladies
lading
ladle
lads
lady
ladys
laid
laidly
lake
lamb
lamp
lamps
land
landed
landing
lands
languages
lap
lapped
larder
large
larger
largest
lass
lassie
lassies
last
lastly
latch
late
lateand
lateweeeemoul
laugh
laughed
laughing
laughter
lave
laved
law
lay
layer
lays
lazy
lead
leader
leaning
leaped
leapt
learned
leased
leasing
leasingso
least
leather
leave
leaves
leaving
led
ledge
left
leg
legs
legsand
length
leprosy
less
lesson
lest
let
letter
letters
letting
liberties
liberty
lid
lie
lies
life
lift
lifted
lifting
light
lighted
lightly
lightning
lights
like
liked
likeliest
likely
likes
likewise
liking
lily
limbs
lincoln
line
lined
linen
lines
lips
liquor
listen
little
live
lived
lively
liven
liver
lives
living
lo
load
loaded
loathsome
lobs
lock
locked
locks
lodge
lodged
lodging
lofty
london
lonely
lonesome
long
longer
longest
look
looked
looking
looks
lookye
loose
lord
lords
lose
loss
lost
lot
loth
lots
loud
louder
loudergive
loudest
lout
love
loved
loveliest
lovers
loves
low
lowly
lucifer
lucifers
luck
luckily
luckless
lucky
lump
lying
mad
made
madge
magic
magical
magician
magistrates
magnificent
magpie
maid
maiden
maidens
maids
maidservant
maidservants
mainland
majesty
majestys
make
makes
making
malaga
malcolms
malice
maliceful
malison
mallet
malthouse
man
manage
managed
manatarms
manger
mangy
manner
manofwar
mans
mansion
many
mar
marble
marched
margaret
mark
market
marketday
markettown
marks
marriage
married
marry
marrying
mars
mary
marys
master
masters
mate
matted
matter
may
maybe
mayor
me
meadow
meal
mean
meaning
meant
meanwhile
meat
meddling
mee
meet
meeting
meets
melancholy
men
menatarms
mended
mending
merchant
merchants
mercy
merits
merlin
merlins
merrier
merrily
merriment
merry
merrygarden
message
messenger
met
methusalem
mewed
miacca
mice
middle
middlesized
middling
midnight
midst
might
mighty
mile
miles
milk
milker
milkwhite
milkywhite
milkywhites
mill
milldam
milldams
miller
millers
millstone
millstream
millwheels
mind
minded
minding
mine
minnie
minster
minstrels
minute
minutes
mirror
mirth
mischief
miserable
miss
missed
missing
missus
mistake
mister
mistress
mite
moaning
moat
molly
moment
monday
money
monkeys
monster
monsters
monstrous
month
months
monument
moons
moors
more
morning
mornings
morrow
mortal
moss
most
mostly
mother
motherinlaw
mothers
motions
mould
moult
moulted
moults
mount
mountain
mountains
mounted
mounting
mourned
mourning
mouse
mouser
mouses
mouth
mouthful
mouths
move
moved
moving
mr
mrs
much
muckle
mud
multitude
mum
munched
munching
murdered
murmurings
music
must
mutter
muttered
muttering
mutton
my
myself
mysteries
nails
name
named
names
narrow
nasty
natural
naughty
nay
near
nearest
nearly
neat
necessary
neck
necks
ned
neddy
neddys
needed
needle
neighbourhood
neighbouring
neither
nest
nestling
nests
never
new
newgate
newly
news
next
nice
nicely
nicodemus
nigh
night
nightcap
nightfall
nightingale
nights
nimble
nimbly
nimmy
nine
ninneyhammer
nix
no
nobility
noble
nobles
nobody
nod
nohow
noise
none
nonsense
noo
noose
nor
north
northcountry
northern
nose
nostrils
not
noted
nothing
nothings
notice
noticed
noticing
nought
november
now
nowhere
number
numbers
nurse
nuts
oak
oakleaf
oars
oath
obey
obeyed
oblige
obliged
observed
observing
obtained
obvious
oclock
odd
odds
oer
of
off
offed
offensive
offered
offers
officer
often
ofthe
ogre
ogres
oh
ointment
old
older
oldest
on
once
one
onequarter
ones
onetenth
only
oo
oped
open
opened
opens
opportunity
opposite
or
order
ordered
orders
ordinary
organ
organpipes
ornaments
ostree
other
others
otherwise
ought
our
ouse
out
outatelbows
outran
outright
outrun
outside
outstripped
oven
over
overbaked
overcame
overhead
overhears
overjoyed
overnight
overtaking
overthrow
overtook
owed
owl
owls
own
owner
ox
oxen
pace
packed
paid
pail
pain
pair
palace
pale
paltry
panes
pantaloons
paper
paradise
pardon
parents
parings
parish
park
parlour
parrot
part
parting
party
pass
passage
passed
passes
passing
past
pastime
patched
patience
patted
patterns
paved
pavement
paw
paws
pay
paying
peace
pearl
pearls
peas
peck
peep
peeped
peeping
pelters
pelting
pen
pence
pennies
penny
people
pepper
perceived
perceiving
perched
perfect
perfectly
perform
performed
perhaps
perish
perishable
perspiration
persuade
pet
phial
pick
pickaxe
picked
picking
picks
piece
pieces
pies
pig
piggy
pigs
pillar
pillars
pillow
piously
pipe
pipers
pipes
pit
pitcher
pitchforks
pitiful
pitifully
pity
pixies
pixy
place
placed
places
plague
plagues
plain
plainly
plaited
planned
plant
platter
play
playd
played
playfellows
playing
pleasant
please
pleased
plenty
plighted
plotted
ploughman
ploughmans
plucked
plucking
plump
plumped
plunged
pocket
pocketing
pockets
point
pointed
pointing
poisonous
politelike
polls
pond
pondalorum
poor
popped
pops
porridge
porridgepot
porridgepots
portion
possess
possessed
possession
possible
possibly
pot
potatoes
potful
pots
pouncingly
pound
pounds
poured
pouring
powder
power
powerful
powers
prancing
pranks
pray
prayers
praying
precious
predestinate
preference
preparations
prepare
prepared
present
presented
presently
presents
presided
pressed
pretended
pretending
prettiest
pretty
prevailed
prevented
pride
priest
prime
primrose
prince
princess
principality
prison
prisoners
prithee
private
prize
proceed
proceeded
procession
procure
produced
promise
promised
promises
promising
prongs
proper
proposed
prosperous
prostrate
proud
provide
provisions
publican
pudding
puddingbag
puddingso
puff
puffed
puffing
pull
pulled
pulling
punished
pupil
pupils
purchase
purpose
purred
purse
pursuing
pushed
puss
pussy
put
puts
putting
putty
quack
quantities
quarrelling
queen
queens
queer
quench
question
questioned
questions
quick
quickly
quiet
quietly
quires
quit
quite
quiver
quoth
race
rag
rage
ragged
rain
raise
raised
rake
rakes
ran
ranks
rapped
rare
rarely
rat
rather
rathergo
rats
rattle
rattled
raven
rays
razors
reach
reached
reaches
reaching
read
readily
ready
real
really
reared
reason
receive
received
receiving
reckon
reckoning
recovered
red
redcap
reel
reeled
refused
regiments
reign
reigned
reigns
rejoice
rejoiced
rejoicings
relate
release
remained
remarkable
remedies
remember
remembered
remote
rented
repast
repeated
repine
replied
reply
reports
reproachfully
requested
require
rescue
resembled
resist
resolved
resound
rest
rested
resting
restore
retreat
return
returned
revenge
revenged
reward
rewarded
rhyme
ribs
rich
richard
richer
riches
richest
rick
rid
ridden
riddle
ride
riding
right
rightly
ring
rings
ripped
ripping
rise
rises
rising
rites
river
rivers
road
roadside
roar
roared
roaring
roast
robbers
robinson
rock
rockingchair
rode
rods
rogue
rolled
rolling
roman
roof
room
rooms
rooster
rooted
rope
ropes
rose
rosetree
rosy
rough
roughly
round
rounded
roused
row
rowan
rowland
royal
rubies
ruin
ruined
ruins
rumbling
run
running
runs
rushed
rushes
rushing
rust
rustling
rusty
sack
sad
saddle
saddled
sadly
sads
safe
safety
said
saidhidge
saidwhat
sail
sailing
sailors
sails
saints
sake
sally
salt
saltcellars
salute
same
sammle
sang
sat
sate
satisfaction
satisfied
saturday
saucepans
saucer
saucy
sausages
save
saved
savoury
saw
say
saying
says
sayst
scalded
scampered
scarborough
scarce
scarcely
scarlet
scatter
scattering
scoff
scolding
scotland
scouring
scrambled
scrape
scraped
scraps
scratched
screamed
scullery
scullion
sea
search
searched
searching
searchings
seas
seat
seated
second
secret
secrets
secured
see
seeing
seek
seeking
seem
seemed
seen
sees
seized
self
sell
selling
send
sending
sense
senseless
sent
sentry
servant
servants
serve
served
service
serviceable
services
set
setting
settle
settled
settling
seven
several
sewed
shabby
shade
shading
shadow
shady
shake
shall
shalt
shame
shamefully
shanklin
shant
shape
shapes
share
shared
sharp
sharply
sharpness
she
shears
shed
sheds
sheep
sheeps
sheepsilver
sheepwalks
sheer
shelf
shell
shelter
shepherd
sheriff
sheriffs
shes
shillings
shine
shining
shinsthe
ship
shipbut
ships
shirt
shoemaker
shoes
shook
shop
shore
short
shortly
should
shoulder
shoulders
shouldersand
shouldnt
shouted
shovel
show
showed
shower
showing
shown
shows
shriek
shrieking
shrill
shrivelled
shut
sick
sickening
side
sides
sieve
sigh
sight
signed
signify
signpost
silk
silken
sillies
silly
silver
silverhe
silverpiece
silvery
simminy
simple
simpleton
since
sing
singers
singing
single
sings
sink
sinking
sir
sister
sisters
sit
sits
sitting
situated
six
sixpence
sixpences
sixths
size
skeins
skeletons
skies
skilful
skin
skip
skipped
sky
skys
slain
slaps
slaughtered
slaves
slay
sleep
sleeping
sleepy
sleeve
slept
slew
slid
slip
slipped
slippers
slips
slipt
slovenly
slowly
sly
small
smaller
smell
smelt
smiths
smoke
smoothed
smothered
snailshell
snakes
snap
snapped
snarled
snarling
snooze
snore
snoring
snouk
snout
snow
snuff
snuffbox
so
sofa
soft
softly
sold
soldier
soldiers
soles
solesand
solid
solomon
some
somebody
somehow
someone
something
sometimes
somewhere
son
song
sons
soon
sooner
soot
sore
sorrow
sorry
sort
sought
soul
souls
sound
soup
sousing
sow
spacious
spades
spaewife
spain
spake
span
spar
spare
spared
spark
sparrow
sparrows
speak
speaking
speaks
speech
speed
spell
spelled
spells
spend
spent
spider
spiders
spied
spill
spilling
spilt
spin
spindleston
spindlestone
spinning
spinningwheel
spirit
spirits
spiritual
spit
splendid
splendour
splutters
spoil
spoilt
spoke
spoken
spoon
spoons
sport
sported
spot
sprang
spread
sprightly
spring
springs
sprung
spun
spur
squatted
squeaky
squibs
squinny
squinnyeyed
squint
stable
stained
stairs
stalking
stall
stamp
stamped
stand
standing
stands
staring
stark
starling
starlings
stars
start
started
startle
startled
starts
starved
starving
state
stately
stay
stayed
staying
stead
steal
stealing
step
stepdaughter
stepmother
stepped
steps
stewed
stick
sticking
sticks
stickso
stile
still
stirred
stock
stockings
stole
stolen
stone
stones
stood
stool
stooping
stop
stopped
stopping
stops
storms
story
stout
straight
straightway
strange
strangelooking
strangely
stranger
strangers
strangle
strangled
straw
stream
street
streets
stretched
stretching
strewed
strike
strikes
string
stroke
stroked
strokes
strong
strove
struck
struggled
strung
strutted
stuck
stuff
stupid
subject
succeeded
success
such
suck
suckd
sudden
suddenly
suffered
sugar
suit
suitor
suits
sum
summers
summoned
sums
sun
sunday
sundry
sung
sunk
sup
supper
suppertime
supplied
supply
supported
suppose
sure
surely
surprise
surprised
surrounded
suspected
swallow
swallowed
swancoming
swanlets
swans
sweep
sweeping
sweeps
sweet
sweetheart
sweetmeats
swept
swiftness
swimming
swinging
swirled
swoop
swooped
swop
sword
swords
swore
sworn
swung
table
tables
tabletop
taffy
tail
tailor
tailoring
taint
take
taken
takes
taking
tale
talk
talked
tall
tallowdips
tannd
tantalised
tantivy
tap
tapping
task
tasks
taste
tasted
tasteless
tatty
taught
teach
teacher
teacup
team
tear
tearing
tears
teenytiny
teeth
tell
telling
tells
tellthe
temper
ten
tend
termedjack
terracerings
terrible
terror
than
thank
thanked
thanking
thanks
that
thatching
thatll
thats
the
thee
their
them
themselves
then
thenand
there
thered
therefore
theres
thereto
these
they
theyll
theyre
theyve
thick
thickest
thicket
thief
thieves
thievish
thighs
thighsand
thin
thing
things
thingyou
think
thinking
third
thirsty
thirty
this
thistle
thistles
thomas
thorns
thorny
those
thou
though
thought
thoughtful
thousand
thread
threatened
threatening
three
threeandthirty
threelegged
threepennypiece
threshing
threw
thrice
throat
throttled
through
throw
throwing
thrown
thrush
thrushes
thumb
thumbs
thump
thunder
thunderdell
thunderdells
thunders
thursday
thus
thy
tickled
tidied
tidy
tie
tied
tight
tightly
till
tilt
timber
time
times
timidly
tinker
tiptoe
tired
tit
titty
tittys
to
toad
toast
tobacco
today
toddled
toes
together
told
tom
tomcat
tommy
tomorrow
toms
tone
tonight
too
took
tool
toooo
top
topper
topple
toppling
topsyturvy
tore
tormented
tossing
tot
touch
touched
tough
tournament
towards
tower
town
townhall
towns
trade
trailed
tramping
transformed
transparent
trap
travel
travelled
traveller
travelling
travels
tread
treasure
treasury
treat
treated
treatment
tree
treehead
trees
tremble
trembled
trembling
trick
tricks
tried
tripping
troth
trotted
trouble
troubled
trough
trousers
trowsers
trudged
TRUE
trueloves
truly
trumpet
trusting
truth
try
trying
tug
tumble
tumbled
tune
turban
turkey
turkeylurkey
turkeylurkeys
turn
turned
turning
turnings
turnips
turtledove
twain
twas
tweedledee
twelve
twelvemonths
twenty
twentyfour
twentytwo
twice
twig
twigs
twilight
twined
twinkling
twirled
twirling
twist
twixt
two
twoooo
twopence
ugly
un
unbend
unborn
uncle
unclosed
uncoiled
under
underneath
understand
undertake
undiscovered
unfastened
unfolded
unhappy
unhooked
unicorn
unknown
unless
unlocked
unlocking
unlucky
unpleasant
unspelled
unspelling
until
up
upon
upped
upper
uproar
ups
upset
upside
upstairs
urged
us
usage
use
used
using
usual
utter
uttered
vagrant
vain
vainly
valet
valiant
valley
valleys
value
vanished
vast
vault
vegetables
velvet
venture
ventured
vermin
very
vessels
victory
victuals
village
villages
villain
vinegar
vinegars
violence
violent
visit
visited
voice
voices
volume
vowed
voyage
waddled
wade
wage
wages
waggon
waggoner
waist
waistand
waistcoat
waistcoatpocket
waistcoatpockets
wait
waited
waiting
wake
waken
wakened
wales
walk
walked
walker
walking
wall
wallowed
walls
walnuttree
wand
wandered
want
wanted
warlock
warm
warmed
warmingpan
warn
warned
warning
warsso
was
wash
washed
washing
wasnt
waste
wasted
watch
watched
watchmaker
watchmakers
water
waterbubble
wateringpot
wave
way
ways
we
weak
wealth
wear
wears
weary
weather
web
wed
weddineers
wedding
weddingday
wednesday
wee
weeeemoul
weeks
weep
weeps
weight
weighty
weird
welcome
well
welldiggers
welled
welsh
went
wept
were
west
wet
weve
whale
what
whatever
whats
when
whence
whenever
whenwhack
where
wherein
wheres
whereupon
whether
which
while
whilst
whiningly
whip
whirlpool
whirlwind
whisked
whispered
whist
whistle
white
whitea
whitefaced
whither
whittington
whittingtons
who
whoever
whole
wholly
whom
whos
whose
whuppie
why
wicked
wide
wider
widershins
widow
wife
wifes
wild
will
william
williams
willing
wilt
wind
windings
window
windows
windowsill
winds
wings
winters
wintertime
wipe
wiped
wire
wires
wise
wiser
wish
wished
wishing
wit
witch
witchery
witchqueen
witchqueens
with
withered
within
without
witness
witnessed
woe
woeful
woes
woke
wolf
woman
womans
women
won
wonder
wondered
wonderful
wondering
wondrous
wont
wood
wooden
woods
wooing
woolly
word
words
work
worked
working
works
world
worlds
worm
worse
worst
worth
worthless
wot
would
wouldnt
wove
wrapped
wrath
wreaths
wring
wringing
wrist
written
wrote
wrought
wynd
wynds
yards
ye
year
years
yellow
yelped
yes
yesterday
yesterdays
yestermorn
yet
